gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
PTEN,FBXL6,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,FBL6|FBL6A|PP14630,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,PIGN,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,MCAHS|MCAHS1|MCD4|MDC4|PIG-N,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,POLM,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,Pol Mu|Tdt-N,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,TUBA1A,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,B-ALPHA-1|LIS3|TUBA3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,UBAP2L,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,NICE-4,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,TRIM8,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,GERP|RNF27,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,CDC42EP5,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,Borg3|CEP5,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,ST8SIA6,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,SIA8F|SIAT8F|ST8SIA-VI,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,ENO2,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,HEL-S-279|NSE,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,BLOC1S1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,BLOS1|GCN5L1|MICoA|RT14,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,HES6,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,C-HAIRY1|HES-6|bHLHb41|bHLHc23,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,IFIH1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,AGS7|Hlcd|IDDM19|MDA-5|MDA5|RLR-2,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,CYB5R3,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,B5R|DIA1,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,PSMB2,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,HC7-I,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,SLC36A1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,Dct1|LYAAT1|PAT1|TRAMD3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,THBD,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,AHUS6|BDCA3|CD141|THPH12|THRM|TM,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,CARS2,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,-,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,NOTCH1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,AOS5|AOVD1|TAN1|hN1,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,PPAP2B,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,Dri42|LPP3|PAP2B|VCIP,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,UBE2D1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,HEATR6,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,ABC1,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,LLGL2,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,HGL|LGL2,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,SLC25A6,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,2|3|AAC3|ANT|ANT 2|ANT 3|ANT3|ANT3Y,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,KIAA0196,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,RTSC|SPG8,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,PKMYT1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,MYT1|PPP1R126,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,HAGHL,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,-,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,RASSF2,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,CENP-34|RASFADIN,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,SOCS1,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTEN,TRIM24,10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1,PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,SLC36A1,EAP1|HPTTG|PTTG|TUTR1,Dct1|LYAAT1|PAT1|TRAMD3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,POLR3K,EAP1|HPTTG|PTTG|TUTR1,C11|C11-RNP3|RPC10|RPC11|RPC12.5,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CDK5RAP2,EAP1|HPTTG|PTTG|TUTR1,C48|Cep215|MCPH3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CSNK2B,EAP1|HPTTG|PTTG|TUTR1,CK2B|CK2N|CSK2B|G5A,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,XIAP,EAP1|HPTTG|PTTG|TUTR1,API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,KPNA6,EAP1|HPTTG|PTTG|TUTR1,IPOA7|KPNA7,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,NUMA1,EAP1|HPTTG|PTTG|TUTR1,NMP-22|NUMA,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,GPER1,EAP1|HPTTG|PTTG|TUTR1,CEPR|CMKRL2|DRY12|FEG-1|GPCR-Br|GPER|GPR30|LERGU|LERGU2|LyGPR|mER,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CASP3,EAP1|HPTTG|PTTG|TUTR1,CPP32|CPP32B|SCA-1,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,TRIM15,EAP1|HPTTG|PTTG|TUTR1,RNF93|ZNF178|ZNFB7,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,B2M,EAP1|HPTTG|PTTG|TUTR1,-,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,WRN,EAP1|HPTTG|PTTG|TUTR1,RECQ3|RECQL2|RECQL3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,FXYD1,EAP1|HPTTG|PTTG|TUTR1,PLM,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,KISS1R,EAP1|HPTTG|PTTG|TUTR1,AXOR12|CPPB1|GPR54|HH8|HOT7T175|KISS-1R,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,POLM,EAP1|HPTTG|PTTG|TUTR1,Pol Mu|Tdt-N,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,ZNF358,EAP1|HPTTG|PTTG|TUTR1,ZFEND,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,DCAF17,EAP1|HPTTG|PTTG|TUTR1,C2orf37,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,ZNF142,EAP1|HPTTG|PTTG|TUTR1,pHZ-49,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,PCNXL2,EAP1|HPTTG|PTTG|TUTR1,-,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,NT5M,EAP1|HPTTG|PTTG|TUTR1,dNT-2|dNT2|mdN,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,PSMA3,EAP1|HPTTG|PTTG|TUTR1,HC8|PSC3,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CEP85,EAP1|HPTTG|PTTG|TUTR1,CCDC21,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,ARNTL2,EAP1|HPTTG|PTTG|TUTR1,BMAL2|CLIF|MOP9|PASD9|bHLHe6,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,ZBTB48,EAP1|HPTTG|PTTG|TUTR1,HKR3|ZNF855|pp9964,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,EZR,EAP1|HPTTG|PTTG|TUTR1,CVIL|CVL|HEL-S-105|VIL2,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CREBBP,EAP1|HPTTG|PTTG|TUTR1,CBP|KAT3A|RSTS,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,LUC7L3,EAP1|HPTTG|PTTG|TUTR1,CRA|CREAP-1|CROP|LUC7A|OA48-18|hLuc7A,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
PTTG1,CDC37L1,EAP1|HPTTG|PTTG|TUTR1,CDC37B|HARC,HCT-116 cell,Growth abnormality,shRNA|siRNA,synthetic growth defect
TP53,AAGAB,BCC7|LFS1|P53|TRP53,KPPP1|PPKP1|PPKP1A|p34,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ACVR1C,BCC7|LFS1|P53|TRP53,ACVRLK7|ALK7,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ADAM28,BCC7|LFS1|P53|TRP53,ADAM 28|ADAM23|MDC-L|MDC-Lm|MDC-Ls|MDCL|eMDC II|eMDCII,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ARL3,BCC7|LFS1|P53|TRP53,ARFL3,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ARMCX5,BCC7|LFS1|P53|TRP53,GASP5,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ARPP21,BCC7|LFS1|P53|TRP53,ARPP-21|R3HDM3|RCS|TARPP,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ATR,BCC7|LFS1|P53|TRP53,FCTCS|FRP1|MEC1|SCKL|SCKL1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,CENPA,BCC7|LFS1|P53|TRP53,CENP-A|CenH3,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,CLCA3P,BCC7|LFS1|P53|TRP53,CLCA3,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,CPA5,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,CYP20A1,BCC7|LFS1|P53|TRP53,CYP-M,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,C12orf49,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DCLRE1C,BCC7|LFS1|P53|TRP53,A-SCID|DCLREC1C|RS-SCID|SCIDA|SNM1C,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DDX50,BCC7|LFS1|P53|TRP53,GU2|GUB|RH-II/GuB|mcdrh,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DKK2,BCC7|LFS1|P53|TRP53,DKK-2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DOT1L,BCC7|LFS1|P53|TRP53,DOT1|KMT4,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DPP6,BCC7|LFS1|P53|TRP53,DPPX|VF2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,DZIP1,BCC7|LFS1|P53|TRP53,DZIP|DZIPt1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,EGFR,BCC7|LFS1|P53|TRP53,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ELL3,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,EPG5,BCC7|LFS1|P53|TRP53,HEEW1|KIAA1632|VICIS|hEPG5,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ETV1,BCC7|LFS1|P53|TRP53,ER81,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,EXOSC4,BCC7|LFS1|P53|TRP53,RRP41|RRP41A|Rrp41p|SKI6|Ski6p|hRrp41p|p12A,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RMDN1,BCC7|LFS1|P53|TRP53,FAM82B|RMD-1|RMD1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,FHIT,BCC7|LFS1|P53|TRP53,AP3Aase|FRA3B,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GABRG3,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GFPT2,BCC7|LFS1|P53|TRP53,GFAT2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GK2,BCC7|LFS1|P53|TRP53,GKP2|GKTA,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GOLGA2P5,BCC7|LFS1|P53|TRP53,GOLGA2B|GOLGA2L1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GPSM3,BCC7|LFS1|P53|TRP53,AGS4|C6orf9|G18|G18.1a|G18.1b|G18.2|NG1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,GRIN2B,BCC7|LFS1|P53|TRP53,GluN2B|MRD6|NMDAR2B|NR2B|hNR3,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,HAUS1,BCC7|LFS1|P53|TRP53,CCDC5|HEI-C|HEIC|HsT1461,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,HAUS4,BCC7|LFS1|P53|TRP53,C14orf94,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,HINT3,BCC7|LFS1|P53|TRP53,HINT4,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,HOXA9,BCC7|LFS1|P53|TRP53,ABD-B|HOX1|HOX1.7|HOX1G,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,HYAL4,BCC7|LFS1|P53|TRP53,CSHY,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,IL1A,BCC7|LFS1|P53|TRP53,IL-1A|IL1|IL1-ALPHA|IL1F1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,CXCL8,BCC7|LFS1|P53|TRP53,GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,IMP3,BCC7|LFS1|P53|TRP53,BRMS2|C15orf12|MRPS4,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,INSIG1,BCC7|LFS1|P53|TRP53,CL-6|CL6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,IRX1,BCC7|LFS1|P53|TRP53,IRX-5|IRXA1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,JMJD8,BCC7|LFS1|P53|TRP53,C16orf20,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,KLHL40,BCC7|LFS1|P53|TRP53,KBTBD5|NEM8|SRYP|SYRP,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,KLRF1,BCC7|LFS1|P53|TRP53,CLEC5C|NKp80,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,LAPTM5,BCC7|LFS1|P53|TRP53,CLAST6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,LAP3,BCC7|LFS1|P53|TRP53,HEL-S-106|LAP|LAPEP|PEPS,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,LGI4,BCC7|LFS1|P53|TRP53,LGIL3,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MCM8,BCC7|LFS1|P53|TRP53,C20orf154|dJ967N21.5,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MED8,BCC7|LFS1|P53|TRP53,ARC32,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MED22,BCC7|LFS1|P53|TRP53,MED24|SURF5|surf-5,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MFSD12,BCC7|LFS1|P53|TRP53,C19orf28|PP3501,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MIA2,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MORN2,BCC7|LFS1|P53|TRP53,BLOCK27|MOPT,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MYBPC1,BCC7|LFS1|P53|TRP53,LCCS4|MYBPCC|MYBPCS,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,MYOT,BCC7|LFS1|P53|TRP53,LGMD1|LGMD1A|MFM3|TTID|TTOD,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,NEUROG2,BCC7|LFS1|P53|TRP53,Atoh4|Math4A|NGN2|bHLHa8|ngn-2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,NT5C3A,BCC7|LFS1|P53|TRP53,NT5C3|P5N-1|P5N-1|PN-I|POMP|PSN1|UMPH|UMPH1|cN-III|hUMP1|p36,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PACRG,BCC7|LFS1|P53|TRP53,GLUP|HAK005771|PARK2CRG,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PDIA5,BCC7|LFS1|P53|TRP53,PDIR,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PHYH,BCC7|LFS1|P53|TRP53,LN1|LNAP1|PAHX|PHYH1|RD,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PKIA,BCC7|LFS1|P53|TRP53,PRKACN1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PLAC8,BCC7|LFS1|P53|TRP53,C15|DGIC|onzin,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PPP1R13B,BCC7|LFS1|P53|TRP53,ASPP1|p53BP2-like|p85,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,POLD3,BCC7|LFS1|P53|TRP53,P66|P68|PPP1R128,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,POLR1D,BCC7|LFS1|P53|TRP53,AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PRPF6,BCC7|LFS1|P53|TRP53,ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PSD3,BCC7|LFS1|P53|TRP53,EFA6D|EFA6R|HCA67,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PTTG1IP,BCC7|LFS1|P53|TRP53,C21orf1|C21orf3|PBF,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PTX3,BCC7|LFS1|P53|TRP53,TNFAIP5|TSG-14,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,PURG,BCC7|LFS1|P53|TRP53,PURG-A|PURG-B,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RBBP5,BCC7|LFS1|P53|TRP53,RBQ3|SWD1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RECQL5,BCC7|LFS1|P53|TRP53,RECQ5,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RETNLB,BCC7|LFS1|P53|TRP53,FIZZ1|FIZZ2|HXCP2|RELM-beta|RELMb|RELMbeta|XCP2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RNASE4,BCC7|LFS1|P53|TRP53,RAB1|RNS4,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RPL36P14,BCC7|LFS1|P53|TRP53,RPL36_5_1005,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,RPUSD4,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SACS,BCC7|LFS1|P53|TRP53,ARSACS|DNAJC29|PPP1R138|SPAX6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SAMD7,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SBF2,BCC7|LFS1|P53|TRP53,CMT4B2|DENND7B|MTMR13,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SEC63,BCC7|LFS1|P53|TRP53,DNAJC23|ERdj2|PRO2507|SEC63L,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SLAMF1,BCC7|LFS1|P53|TRP53,CD150|CDw150|SLAM,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SLC7A2,BCC7|LFS1|P53|TRP53,ATRC2|CAT2|HCAT2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SNX12,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SPESP1,BCC7|LFS1|P53|TRP53,ESP|SP-ESP,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,STAM2,BCC7|LFS1|P53|TRP53,Hbp|STAM2A|STAM2B,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,STT3B,BCC7|LFS1|P53|TRP53,CDG1X|SIMP|STT3-B,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,STXBP4,BCC7|LFS1|P53|TRP53,Synip,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,STX2,BCC7|LFS1|P53|TRP53,EPIM|EPM|STX2A|STX2B|STX2C,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,SUPT3H,BCC7|LFS1|P53|TRP53,SPT3|SPT3L,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,TBC1D24,BCC7|LFS1|P53|TRP53,DFNA65|DFNB86|DOORS|EIEE16|FIME|TLDC6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,THAP1,BCC7|LFS1|P53|TRP53,DYT6,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,NELFCD,BCC7|LFS1|P53|TRP53,NELF-C|NELF-D|TH1|TH1L,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,TMEM200A,BCC7|LFS1|P53|TRP53,KIAA1913|TTMA|TTMC,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,TOM1L1,BCC7|LFS1|P53|TRP53,OK/KNS-CL.3|SRCASM,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,TOP2A,BCC7|LFS1|P53|TRP53,TOP2|TP2A,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,TTC28,BCC7|LFS1|P53|TRP53,TPRBK,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,UBQLN2,BCC7|LFS1|P53|TRP53,ALS15|CHAP1|DSK2|N4BP4|PLIC2,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,UMPS,BCC7|LFS1|P53|TRP53,OPRT,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,USH2A,BCC7|LFS1|P53|TRP53,RP39|US2|USH2|dJ1111A8.1,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,USP1,BCC7|LFS1|P53|TRP53,UBP,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ZNF300,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ZNF619,BCC7|LFS1|P53|TRP53,-,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
TP53,ZNF763,BCC7|LFS1|P53|TRP53,ZNF|ZNF440L,HCT-116 cell,Growth abnormality,shRNA,synthetic growth defect
WDR61,LEO1,REC14|SKI8,RDL,K-562 cell,Growth abnormality,-,synthetic growth defect
WDR61,LEO1,REC14|SKI8,RDL,JURKAT cell,Growth abnormality,-,synthetic growth defect
WDR61,ORAOV1,REC14|SKI8,TAOS1,JURKAT cell,Growth abnormality,-,synthetic growth defect
LEO1,WDR61,RDL,REC14|SKI8,K-562 cell,Growth abnormality,-,synthetic growth defect
LEO1,CAMLG,RDL,CAML,K-562 cell,Growth abnormality,-,synthetic growth defect
BRD4,KDM4C,CAP|HUNK1|HUNKI|MCAP,GASC1|JHDM3C|JMJD2C|TDRD14C|bA146B14.1,OVCAR-8,Growth abnormality,-,synthetic growth defect
BRD4,KDM4C,CAP|HUNK1|HUNKI|MCAP,GASC1|JHDM3C|JMJD2C|TDRD14C|bA146B14.1,ADR cell,Growth abnormality,-,synthetic growth defect
BRD4,KDM6B,CAP|HUNK1|HUNKI|MCAP,JMJD3,OVCAR-8,Growth abnormality,-,synthetic growth defect
BRD4,KDM6B,CAP|HUNK1|HUNKI|MCAP,JMJD3,ADR cell,Growth abnormality,-,synthetic growth defect
