candidate_genes,disease,celltype,y,user_question,full_query
"['CAMK1D', 'PPIA', 'PLEKHM2', 'NPIPA1', 'TRAK1']",Sjogren syndrome,iga plasma cell,PPIA,"Among the genes CAMK1D, PPIA, PLEKHM2, NPIPA1, and TRAK1, which exhibits the highest cell-type specificity in IgA plasma cells for potential therapeutic targeting in Sjögren syndrome?","Among the genes CAMK1D, PPIA, PLEKHM2, NPIPA1, and TRAK1, which exhibits the highest cell-type specificity in IgA plasma cells for potential therapeutic targeting in Sjögren syndrome? Identify the validated therapeutic targets for Sjogren syndrome and retrieve their cell type-specific embeddings from the PINNACLE database. Next, determine the intersection between these targets and the IGA plasma cell-activated genes from PINNACLE to establish a set of cell type-specific targets for Sjogren syndrome. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference embedding and each individual gene's embedding. If one gene shows markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['IFIT1', 'BICDL2', 'P2RX1', 'HLA-B', 'RPA2']",Sjogren syndrome,iga plasma cell,HLA-B,"Among the genes IFIT1, BICDL2, P2RX1, HLA-B, and RPA2, which one demonstrates the highest expression specificity in IgA plasma cells for potential targeting in Sjögren's syndrome?","Among the genes IFIT1, BICDL2, P2RX1, HLA-B, and RPA2, which one demonstrates the highest expression specificity in IgA plasma cells for potential targeting in Sjögren's syndrome? Identify the verified therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with the Iga plasma cell-activated genes in PINNACLE to define a set of cell-type–specific targets for Sjögren syndrome. Compute the average embedding of this set as a reference and calculate the cosine similarity between the reference and each individual target. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['AADAC', 'GIPC1', 'JAGN1', 'MIF', 'MRPS2']",Sjogren syndrome,iga plasma cell,MIF,"Which gene among AADAC, GIPC1, JAGN1, MIF, and MRPS2 demonstrates the highest specificity for IgA plasma cells, making it the most promising candidate for targeted intervention in Sjögren's syndrome?","Which gene among AADAC, GIPC1, JAGN1, MIF, and MRPS2 demonstrates the highest specificity for IgA plasma cells, making it the most promising candidate for targeted intervention in Sjögren's syndrome? Identify the confirmed therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of the IgA plasma cell-activated genes in PINNACLE overlap with these targets to define the cell-type–specific targets for Sjogren syndrome. Calculate the average embedding of this overlapping set and compute the cosine similarity between this reference and each individual target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SCRN2', 'SWI5', 'MIF', 'GREM1', 'KCNQ4']",Sjogren syndrome,iga plasma cell,MIF,"Among SCRN2, SWI5, MIF, GREM1, and KCNQ4, which gene demonstrates the highest cell-type specificity in IgA plasma cells and is therefore the most promising target for addressing Sjögren's syndrome?","Among SCRN2, SWI5, MIF, GREM1, and KCNQ4, which gene demonstrates the highest cell-type specificity in IgA plasma cells and is therefore the most promising target for addressing Sjögren's syndrome? Identify the validated therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of the IGA plasma cell–activated genes in PINNACLE overlap with these targets, forming the cell-type–specific target set. Compute the average embedding for this set and then calculate the cosine similarity between this average and each individual target embedding. If one gene shows a significantly higher similarity than all others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['TMEM159', 'OR7C2', 'CTSS', 'MXD3', 'GCNT4']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among TMEM159, OR7C2, CTSS, MXD3, and GCNT4 exhibits the highest specificity in IgA plasma cells, making it the best candidate target for Sjögren’s syndrome intervention?","Which gene among TMEM159, OR7C2, CTSS, MXD3, and GCNT4 exhibits the highest specificity in IgA plasma cells, making it the best candidate target for Sjögren’s syndrome intervention? Identify the verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of the iga plasma cell-activated genes in PINNACLE overlap with these targets, and compute the average embedding for this overlapping set. Then, calculate the cosine similarity between this average embedding and each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['NFATC2IP', 'BCKDHB', 'TNFAIP3', 'CEPT1', 'RAB5C']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among NFATC2IP, BCKDHB, TNFAIP3, CEPT1, and RAB5C, which gene exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren syndrome, thereby representing the most promising target for further study?","Among NFATC2IP, BCKDHB, TNFAIP3, CEPT1, and RAB5C, which gene exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren syndrome, thereby representing the most promising target for further study? Identify verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the overlap between these targets and the IGA plasma cell-activated genes in PINNACLE, defining this intersection as the cell-type–specific targets for Sjogren syndrome. Calculate the average embedding of these overlapping targets and then compute the cosine similarity between the average embedding and each individual target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZNF559-ZNF177', 'HLA-B', 'STARD10', 'TAC1', 'MON1B']",Sjogren syndrome,iga plasma cell,HLA-B,"Among the genes ZNF559-ZNF177, HLA-B, STARD10, TAC1, and MON1B, which one demonstrates the highest cell-type specificity in IgA plasma cells, making it the most promising target for therapeutic strategies in Sjögren syndrome?","Among the genes ZNF559-ZNF177, HLA-B, STARD10, TAC1, and MON1B, which one demonstrates the highest cell-type specificity in IgA plasma cells, making it the most promising target for therapeutic strategies in Sjögren syndrome? For Sjogren syndrome, identify all verified therapeutic targets and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and the IGA plasma cell-activated genes in PINNACLE to define the cell-type–specific targets for the syndrome. Compute the average embedding of this overlapping set and then calculate the cosine similarity between this average and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CRTAC1', 'SS18L2', 'PPIA', 'GK3P', 'CLNS1A']",Sjogren syndrome,iga plasma cell,PPIA,"Which gene among CRTAC1, SS18L2, PPIA, GK3P, and CLNS1A exhibits the highest specificity in IgA-expressing plasma cells, making it a prime candidate for targeting Sjögren syndrome?","Which gene among CRTAC1, SS18L2, PPIA, GK3P, and CLNS1A exhibits the highest specificity in IgA-expressing plasma cells, making it a prime candidate for targeting Sjögren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from the PINNACLE dataset. Determine which of these targets overlap with genes activated in IGA plasma cells. For the overlapping gene set, compute the average embedding to serve as a reference, then calculate the cosine similarity between this reference and each individual gene embedding. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['IFNAR1', 'PARP4', 'BRI3', 'GSTM5', 'MTA3']",Sjogren syndrome,endothelial cell,IFNAR1,"Which gene among IFNAR1, PARP4, BRI3, GSTM5, and MTA3 exhibits the highest specificity for endothelial cells in the context of targeting Sjögren's syndrome?","Which gene among IFNAR1, PARP4, BRI3, GSTM5, and MTA3 exhibits the highest specificity for endothelial cells in the context of targeting Sjögren's syndrome? Identify the verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Determine which of these targets overlap with the endothelial cell–activated genes in PINNACLE, and compute the average embedding of the overlapping set. Next, calculate the cosine similarity between this average embedding and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a succinct, evidence-based explanation of its biological relevance."
"['GTF2I', 'GGNBP2', 'JOSD2', 'TEX44', 'PSMB4']",Sjogren syndrome,endothelial cell,GTF2I,"Among the genes GTF2I, GGNBP2, JOSD2, TEX44, and PSMB4, which one exhibits the highest endothelial cell–specific expression for targeting Sjögren’s syndrome?","Among the genes GTF2I, GGNBP2, JOSD2, TEX44, and PSMB4, which one exhibits the highest endothelial cell–specific expression for targeting Sjögren’s syndrome? Identify the verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which endothelial cell-activated genes in PINNACLE overlap with these targets to define a subset of cell-type–specific targets for Sjogren syndrome. Calculate the average embedding for this overlapping set as a reference, then compute the cosine similarity between this reference and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['DGCR8', 'NRG2', 'DDX6', 'WNT11', 'ARHGEF16']",Sjogren syndrome,endothelial cell,DDX6,"Which gene among DGCR8, NRG2, DDX6, WNT11, and ARHGEF16 exhibits the highest specificity for endothelial cells, making it the most promising candidate for targeting in Sjögren syndrome?","Which gene among DGCR8, NRG2, DDX6, WNT11, and ARHGEF16 exhibits the highest specificity for endothelial cells, making it the most promising candidate for targeting in Sjögren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of these targets overlap with genes activated in endothelial cells in PINNACLE, and compute the average embedding for this overlapping set. Then calculate the cosine similarity between this average embedding and each individual target. If one gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise evidence-based rationale for its biological significance."
"['TRIM7', 'HLA-DPA1', 'NEK9', 'ACTL8', 'FZD6']",Sjogren syndrome,endothelial cell,HLA-DPA1,"Among the genes TRIM7, HLA-DPA1, NEK9, ACTL8, and FZD6, which one exhibits the highest specificity of expression in endothelial cells pertinent to developing targeted therapies for Sjögren syndrome?","Among the genes TRIM7, HLA-DPA1, NEK9, ACTL8, and FZD6, which one exhibits the highest specificity of expression in endothelial cells pertinent to developing targeted therapies for Sjögren syndrome? Identify verified therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and endothelial cell-activated genes in PINNACLE. Using this overlapping set as the cell-type–specific targets for Sjögren syndrome, compute their average embedding as a reference and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['IL13', 'RBM8A', 'RCN1', 'ZNF500', 'ACTR5']",Sjogren syndrome,endothelial cell,RCN1,"Which gene among IL13, RBM8A, RCN1, ZNF500, and ACTR5 demonstrates the highest endothelial cell-specific expression for potential targeting in Sjögren's syndrome?","Which gene among IL13, RBM8A, RCN1, ZNF500, and ACTR5 demonstrates the highest endothelial cell-specific expression for potential targeting in Sjögren's syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell type–specific embeddings from the PINNACLE database. Next, determine which endothelial cell–activated genes in PINNACLE overlap with these targets and compute their average embedding to serve as a reference profile. Then, calculate the cosine similarity between this reference and the embedding of each overlapping target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NPB', 'NLRP10', 'DEFA1', 'NR3C1', 'PTGES3']",Sjogren syndrome,endothelial cell,NR3C1,"Among the genes NPB, NLRP10, DEFA1, NR3C1, and PTGES3, which one exhibits the highest cell-type specificity in endothelial cells, making it the most promising target for interventions in Sjögren’s syndrome?","Among the genes NPB, NLRP10, DEFA1, NR3C1, and PTGES3, which one exhibits the highest cell-type specificity in endothelial cells, making it the most promising target for interventions in Sjögren’s syndrome? Identify validated therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, from the PINNACLE dataset, determine which endothelial cell–activated genes overlap with these targets. Compute the average embedding of the overlapping set as a reference, then calculate the cosine similarity between this reference and each individual gene. If one gene shows a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance."
"['PYGB', 'PFKFB4', 'VPS35', 'SMU1', 'BAZ2A']",Sjogren syndrome,endothelial cell,BAZ2A,"Among the genes PYGB, PFKFB4, VPS35, SMU1, and BAZ2A, which shows the highest specificity for endothelial cells in relation to targeting Sjögren syndrome?","Among the genes PYGB, PFKFB4, VPS35, SMU1, and BAZ2A, which shows the highest specificity for endothelial cells in relation to targeting Sjögren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and obtain their cell-type-specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial cell-activated genes in PINNACLE to define the cell-type-specific targets for the disease. Compute the average embedding of this overlap set as a reference, then calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits significantly higher similarity than the rest, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GRM1', 'NLRP12', 'SWAP70', 'SGTA', 'JAK1']",Sjogren syndrome,endothelial cell,JAK1,"Among GRM1, NLRP12, SWAP70, SGTA, and JAK1, which gene demonstrates the highest endothelial cell-type specificity relevant for targeting Sjogren's syndrome?","Among GRM1, NLRP12, SWAP70, SGTA, and JAK1, which gene demonstrates the highest endothelial cell-type specificity relevant for targeting Sjogren's syndrome? Identify validated therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the subset of these targets that overlaps with endothelial cell–activated genes in PINNACLE. For this overlapping set, compute the average embedding and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a distinctly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['PPIA', 'RPF1', 'C11orf54', 'MILR1', 'INSYN2A']",Sjogren syndrome,endothelial cell,PPIA,"Which gene among PPIA, RPF1, C11orf54, MILR1, and INSYN2A exhibits the highest specificity to endothelial cells for potential targeting in Sjögren's syndrome?","Which gene among PPIA, RPF1, C11orf54, MILR1, and INSYN2A exhibits the highest specificity to endothelial cells for potential targeting in Sjögren's syndrome? Identify validated therapeutic targets for Sjögren's syndrome and retrieve their corresponding cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the endothelial cell–activated genes in PINNACLE, defining the cell-type–specific targets for the syndrome. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this reference profile and each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['RCN1', 'TRMT2A', 'PEX13', 'ARHGAP24', 'OTP']",Sjogren syndrome,endothelial cell,RCN1,"Which gene among RCN1, TRMT2A, PEX13, ARHGAP24, and OTP exhibits the most specific expression in endothelial cells, making it the prime candidate for targeted studies in Sjogren syndrome?","Which gene among RCN1, TRMT2A, PEX13, ARHGAP24, and OTP exhibits the most specific expression in endothelial cells, making it the prime candidate for targeted studies in Sjogren syndrome? Identify the validated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which endothelial cell-activated genes in PINNACLE overlap with these targets, and compute the average embedding of this overlapping gene set. Then, calculate the cosine similarity between this average embedding and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['BAZ2A', 'NRBF2', 'TBC1D3G', 'LAS1L', 'SPATA3']",Sjogren syndrome,endothelial cell,BAZ2A,"Which gene among BAZ2A, NRBF2, TBC1D3G, LAS1L, and SPATA3 demonstrates the highest specificity in endothelial cells, thereby emerging as the most promising target for interventions in Sjögren's syndrome?","Which gene among BAZ2A, NRBF2, TBC1D3G, LAS1L, and SPATA3 demonstrates the highest specificity in endothelial cells, thereby emerging as the most promising target for interventions in Sjögren's syndrome? Identify the validated therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, identify the subset of endothelial cell-activation genes from PINNACLE that overlap with these targets, forming the cell-type–specific candidate set. Compute the average embedding of these candidates as a reference, then calculate the cosine similarity between this reference and each individual candidate gene. If one gene exhibits a markedly higher similarity than the others, designate it as the top candidate and provide a succinct, evidence-based rationale for its biological relevance."
"['PPIA', 'RASGRP2', 'PGAP2', 'MVB12B', 'CDH19']",Sjogren syndrome,endothelial cell,PPIA,"Which gene among PPIA, RASGRP2, PGAP2, MVB12B, and CDH19 demonstrates the highest specificity in endothelial cells, making it the strongest candidate for targeted intervention in Sjögren's syndrome?","Which gene among PPIA, RASGRP2, PGAP2, MVB12B, and CDH19 demonstrates the highest specificity in endothelial cells, making it the strongest candidate for targeted intervention in Sjögren's syndrome? Identify all validated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which endothelial cell–activated genes in PINNACLE overlap with these targets to define the relevant cell-type–specific targets. Compute the average embedding for this overlapping set and calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['POLE2', 'ZNF275', 'UGT2B7', 'RPS6', 'DDX6']",Sjogren syndrome,endothelial cell,DDX6,"Which gene among POLE2, ZNF275, UGT2B7, RPS6, and DDX6 exhibits the highest specificity for endothelial cells, making it the most promising candidate for targeting in Sjögren syndrome?","Which gene among POLE2, ZNF275, UGT2B7, RPS6, and DDX6 exhibits the highest specificity for endothelial cells, making it the most promising candidate for targeting in Sjögren syndrome? Identify the confirmed therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Then, determine the overlap between these targets and the endothelial cell-activated genes in PINNACLE. Compute the average embedding for the overlapping genes, calculate the cosine similarity between this average embedding and each individual gene’s embedding, and nominate the gene with a markedly higher similarity as the top candidate—providing a concise, evidence-based rationale for its biological relevance."
"['JAK1', 'UNC50', 'DERL2', 'SMIM1', 'MAGED1']",Sjogren syndrome,endothelial cell,JAK1,"Among the genes JAK1, UNC50, DERL2, SMIM1, and MAGED1, which one exhibits the highest specificity for endothelial cells in the context of therapeutic targeting for Sjogren’s syndrome?","Among the genes JAK1, UNC50, DERL2, SMIM1, and MAGED1, which one exhibits the highest specificity for endothelial cells in the context of therapeutic targeting for Sjogren’s syndrome? Using validated therapeutic targets for Sjogren syndrome, retrieve their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and endothelial cell-activated genes from PINNACLE to establish a set of cell-type–specific targets. Compute the average embedding of this overlapped set as a reference, and calculate the cosine similarity between this reference and each individual target. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLITRK5', 'YIPF6', 'NDUFB1', 'GDF5-AS1', 'GTF2I']",Sjogren syndrome,endothelial cell,GTF2I,"Among the genes SLITRK5, YIPF6, NDUFB1, GDF5‐AS1, and GTF2I, which gene exhibits the most endothelial cell–specific expression relevant to targeting Sjögren syndrome?","Among the genes SLITRK5, YIPF6, NDUFB1, GDF5‐AS1, and GTF2I, which gene exhibits the most endothelial cell–specific expression relevant to targeting Sjögren syndrome? Using PINNACLE, retrieve cell-type–specific embeddings for all validated therapeutic targets of Sjögren syndrome. Then, identify which endothelial cell–activated genes overlap with these targets. Compute the average embedding for this overlapping set and determine the cosine similarity between the average and each individual target embedding. If one gene shows a notably higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based explanation of its biological relevance."
"['SLC30A1', 'SERPINA5', 'ETS2', 'NKX3-1', 'NR3C1']",Sjogren syndrome,endothelial cell,NR3C1,"Among the genes SLC30A1, SERPINA5, ETS2, NKX3-1, and NR3C1, which one exhibits the highest endothelial cell-specific expression relevant to targeting Sjögren syndrome?","Among the genes SLC30A1, SERPINA5, ETS2, NKX3-1, and NR3C1, which one exhibits the highest endothelial cell-specific expression relevant to targeting Sjögren syndrome? Identify the validated therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the endothelial cell–activated genes in PINNACLE that overlap with these targets, defining the cell-type–specific target set. Calculate the average embedding for this set, then compute the cosine similarity between this average and each individual gene embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['HLA-DPA1', 'KRT6B', 'NDUFA1', 'UBXN11', 'TIMM10']",Sjogren syndrome,endothelial cell,HLA-DPA1,"Which gene among HLA-DPA1, KRT6B, NDUFA1, UBXN11, and TIMM10 exhibits the highest endothelial cell specificity for targeted intervention in Sjögren syndrome?","Which gene among HLA-DPA1, KRT6B, NDUFA1, UBXN11, and TIMM10 exhibits the highest endothelial cell specificity for targeted intervention in Sjögren syndrome? Using the list of verified therapeutic targets for Sjogren syndrome, retrieve their cell-type–specific embeddings from the PINNACLE database. Next, identify which of the endothelial cell-activated genes in PINNACLE overlap with these therapeutic targets for Sjogren syndrome. Compute the average embedding of the overlapping set to serve as a reference and calculate the cosine similarity between this reference and each individual gene’s embedding. If one gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['FABP7', 'IFNAR1', 'LCP2', 'FBXO7', 'TPP1']",Sjogren syndrome,endothelial cell,IFNAR1,"Among the genes FABP7, IFNAR1, LCP2, FBXO7, and TPP1, which exhibits the highest endothelial cell specificity and represents the most promising target for therapeutic intervention in Sjogren syndrome?","Among the genes FABP7, IFNAR1, LCP2, FBXO7, and TPP1, which exhibits the highest endothelial cell specificity and represents the most promising target for therapeutic intervention in Sjogren syndrome? Identify all verified therapeutic targets for Sjögren syndrome and retrieve their corresponding cell-type-specific embeddings from PINNACLE. Next, determine which endothelial cell-activated genes in PINNACLE overlap with these targets, thereby defining a set of cell-type-specific targets related to Sjögren syndrome. Compute the average embedding of this overlapping set to serve as a reference, and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['CKS1B', 'IFNAR1', 'PHRF1', 'GRWD1', 'SAMD13']",Sjogren syndrome,endothelial cell,IFNAR1,"Among the genes CKS1B, IFNAR1, PHRF1, GRWD1, and SAMD13, which exhibits the highest endothelial cell-specific expression and is therefore the most promising target for interventions in Sjogren's syndrome?","Among the genes CKS1B, IFNAR1, PHRF1, GRWD1, and SAMD13, which exhibits the highest endothelial cell-specific expression and is therefore the most promising target for interventions in Sjogren's syndrome? Identify experimentally validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the endothelial cell-activated genes in PINNACLE, thereby defining the cell-type–specific targets for Sjogren syndrome. Calculate the average embedding for these overlapping genes and compute the cosine similarity between this averaged embedding and each individual target's embedding. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the primary candidate and provide a concise, evidence-based rationale for its biological relevance."
"['DBH', 'PIH1D1', 'MIOS', 'CYRIB', 'BAZ2A']",Sjogren syndrome,endothelial cell,BAZ2A,"Which gene among DBH, PIH1D1, MIOS, CYRIB, and BAZ2A exhibits the most specific expression in endothelial cells as a potential target for Sjögren syndrome?","Which gene among DBH, PIH1D1, MIOS, CYRIB, and BAZ2A exhibits the most specific expression in endothelial cells as a potential target for Sjögren syndrome? Identify verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with endothelial cell-activated genes in PINNACLE. Compute the average embedding for the overlapping set and calculate the cosine similarity between this average and the embedding of each individual target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CHCHD6', 'KAT7', 'IMPDH2', 'NGDN', 'ZC3H12C']",Sjogren syndrome,duct epithelial cell,IMPDH2,"Among CHCHD6, KAT7, IMPDH2, NGDN, and ZC3H12C, which gene exhibits the highest cell-type specificity in duct epithelial cells for targeted intervention in Sjögren’s syndrome?","Among CHCHD6, KAT7, IMPDH2, NGDN, and ZC3H12C, which gene exhibits the highest cell-type specificity in duct epithelial cells for targeted intervention in Sjögren’s syndrome? Identify validated therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the overlap between these targets and the duct epithelial cell-activated genes in PINNACLE. For the overlapping genes, compute an average embedding vector as a reference, then calculate the cosine similarity between this reference and each individual gene. Finally, if one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PPIA', 'ARTN', 'ZNF852', 'SERTAD1', 'ERGIC2']",Sjogren syndrome,duct epithelial cell,PPIA,"Among the genes PPIA, ARTN, ZNF852, SERTAD1, and ERGIC2, which one demonstrates the greatest cell-type specificity in duct epithelial cells, making it the most promising candidate for targeting Sjögren's syndrome?","Among the genes PPIA, ARTN, ZNF852, SERTAD1, and ERGIC2, which one demonstrates the greatest cell-type specificity in duct epithelial cells, making it the most promising candidate for targeting Sjögren's syndrome? Identify validated therapeutic targets for Sjögren syndrome and extract their cell-type-specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in duct epithelial cells in PINNACLE. For the overlapping set, compute the mean embedding vector and calculate the cosine similarity between this reference and each individual target. If one gene exhibits notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance."
"['PPP2R2C', 'HLA-B', 'TRMT6', 'ZBTB33', 'XCL1']",Sjogren syndrome,duct epithelial cell,HLA-B,"Which gene—PPP2R2C, HLA-B, TRMT6, ZBTB33, or XCL1—exhibits the highest cell-type specificity in ductal epithelial cells for targeting Sjögren syndrome?","Which gene—PPP2R2C, HLA-B, TRMT6, ZBTB33, or XCL1—exhibits the highest cell-type specificity in ductal epithelial cells for targeting Sjögren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and retrieve their corresponding cell-type–specific embeddings from the PINNACLE database. From the duct epithelial cells activated in this condition, determine the overlapping genes with these targets to define a cell-specific target set. Compute the average embedding of this set and then calculate the cosine similarity between this average and each individual gene's embedding. If one gene exhibits significantly higher similarity, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['EID3', 'ZFHX2', 'HLA-DRA', 'H4C7', 'PLRG1']",Sjogren syndrome,duct epithelial cell,HLA-DRA,"Among the candidate genes EID3, ZFHX2, HLA-DRA, H4C7, and PLRG1, which one exhibits the greatest specificity for ductal epithelial cells, making it the most promising target for studies related to Sjögren's syndrome?","Among the candidate genes EID3, ZFHX2, HLA-DRA, H4C7, and PLRG1, which one exhibits the greatest specificity for ductal epithelial cells, making it the most promising target for studies related to Sjögren's syndrome? Using verified therapeutic targets for Sjogren syndrome, retrieve their cell-type–specific embeddings from PINNACLE. Identify the overlap between these targets and the duct epithelial cell–activated genes in PINNACLE to define the cell-type–specific targets for Sjogren syndrome. Compute the average embedding of this overlapping set, then calculate the cosine similarity between this average and each individual target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['GP2', 'CENPQ', 'MT-CO3', 'HLA-DPB1', 'PRIM1']",Sjogren syndrome,duct epithelial cell,HLA-DPB1,"Which gene among GP2, CENPQ, MT-CO3, HLA-DPB1, and PRIM1 demonstrates the highest specificity in duct epithelial cells, making it the most suitable target for Sjogren syndrome research?","Which gene among GP2, CENPQ, MT-CO3, HLA-DPB1, and PRIM1 demonstrates the highest specificity in duct epithelial cells, making it the most suitable target for Sjogren syndrome research? Identify validated therapeutic targets for Sjögren's syndrome and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which genes activated in duct epithelial cells overlap with these targets, forming the cell-type–specific target set. Compute the average embedding of this set to serve as a reference, then calculate the cosine similarity between the reference and each individual gene embedding. Finally, if one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
