disease,celltype,candidate_genes,y
follicular lymphoma,t cell,"['SV2B', 'PPP1R2C', 'CTTNBP2NL', 'PSD', 'BCR']",BCR
follicular lymphoma,t cell,"['NDUFB8', 'PHC1', 'PHF14', 'CKMT1A', 'UBE2N']",NDUFB8
follicular lymphoma,t cell,"['ARHGAP21', 'NDUFA9', 'ELANE', 'UBE4A', 'ZFP64']",NDUFA9
follicular lymphoma,t cell,"['SHOX', 'CAMK1G', 'MEF2C', 'PIK3CG', 'NDRG4']",PIK3CG
follicular lymphoma,t cell,"['TAF13', 'KCNJ18', 'RAB33A', 'NDUFS3', 'TPD52L3']",NDUFS3
follicular lymphoma,t cell,"['PPP2R3B', 'CELF2', 'EZH1', 'PDCD2L', 'CTNNAL1']",CELF2
follicular lymphoma,mature nk t cell,"['TM4SF1', 'IKBKB', 'SALL4', 'NDUFB3', 'AFF1']",NDUFB3
follicular lymphoma,mature nk t cell,"['TOMM40', 'FYN', 'ATP2B1', 'TRIM15', 'ARRB1']",FYN
follicular lymphoma,mature nk t cell,"['KIF24', 'SH3BP1', 'TUBB', 'MRPL51', 'RAD23A']",TUBB
follicular lymphoma,mature nk t cell,"['DLGAP5', 'CD38', 'DCTN3', 'OSBPL10', 'SEC61G']",CD38
follicular lymphoma,mature nk t cell,"['DGCR2', 'FOLR2', 'PIK3CD', 'VAPB', 'USP17L7']",PIK3CD
follicular lymphoma,mature nk t cell,"['AKNAD1', 'RBX1', 'SNX1', 'OPN1SW', 'CGB8']",RBX1
follicular lymphoma,mature nk t cell,"['IFITM2', 'ETFB', 'LAG3', 'MYCL', 'ZYG11B']",LAG3
follicular lymphoma,mature nk t cell,"['NAA25', 'XKR3', 'SETD4', 'DNMT3A', 'PDZK1IP1']",DNMT3A
follicular lymphoma,mature nk t cell,"['NDUFB11', 'ATP2B2', 'PHLDA3', 'USPL1', 'KLK5']",NDUFB11
follicular lymphoma,mature nk t cell,"['RMND5B', 'HLA-DRB1', 'RPP25', 'LMO4', 'RAD52']",HLA-DRB1
follicular lymphoma,mature nk t cell,"['PEX16', 'FSD2', 'CCDC158', 'NDUFS4', 'ANGPTL1']",NDUFS4
follicular lymphoma,mature nk t cell,"['NDUFB5', 'ARG2', 'MRPL43', 'RPL3L', 'EIF2B4']",NDUFB5
follicular lymphoma,mature nk t cell,"['CIB3', 'IL2RB', 'BCAS4', 'SAV1', 'NPIPB5']",IL2RB
follicular lymphoma,mature nk t cell,"['GPM6A', 'VDAC2', 'RNF20', 'BCL2A1', 'SLC9A1']",BCL2A1
follicular lymphoma,mature nk t cell,"['P4HA1', 'COQ6', 'CDK4', 'PDZK1IP1', 'FAM90A1']",CDK4
follicular lymphoma,mature nk t cell,"['PPIF', 'DEXI', 'DDB1', 'NEUROG3', 'RACK1']",DDB1
follicular lymphoma,mature nk t cell,"['NDUFAB1', 'PLA2G5', 'TIAF1', 'LMOD3', 'SPRR3']",NDUFAB1
follicular lymphoma,mature nk t cell,"['KCNA10', 'ETNK1', 'SLC30A6', 'SERPINA5', 'NDUFS6']",NDUFS6
follicular lymphoma,mature nk t cell,"['TSEN54', 'HSP90AA1', 'RIPOR3', 'CDC27', 'NR1I2']",HSP90AA1
follicular lymphoma,mature nk t cell,"['PRPF31', 'POLE3', 'PLCXD3', 'UBE2H', 'ASAH1']",POLE3
follicular lymphoma,myeloid cell,"['ZDHHC16', 'TOP2B', 'RBP3', 'SIKE1', 'ULBP1']",TOP2B
follicular lymphoma,myeloid cell,"['CDC25C', 'NDUFB8', 'BCL3', 'CRLF2', 'SDHAF2']",NDUFB8
follicular lymphoma,myeloid cell,"['GALM', 'HLA-DRB1', 'MRPL13', 'LINC00518', 'PYROXD2']",HLA-DRB1
follicular lymphoma,myeloid cell,"['IL12RB1', 'CD22', 'URB1-AS1', 'ANAPC11', 'PRM1']",CD22
follicular lymphoma,myeloid cell,"['ATP5PO', 'SH3BP4', 'CTPS2', 'KY', 'NDUFB3']",NDUFB3
follicular lymphoma,myeloid cell,"['SLC39A7', 'TAOK2', 'GDPD2', 'TUBB6', 'ANKIB1']",TUBB6
follicular lymphoma,myeloid cell,"['TPSAB1', 'MT-ND1', 'PRDX4', 'RBBP8', 'POP4']",MT-ND1
follicular lymphoma,myeloid cell,"['IMPDH2', 'CNGB1', 'MPP7', 'ZFYVE1', 'POLR3K']",IMPDH2
follicular lymphoma,myeloid cell,"['RPL8', 'MIA', 'FBXO21', 'NDUFB4', 'PPP1R1C']",NDUFB4
follicular lymphoma,myeloid cell,"['EN1', 'PSMB5', 'SHH', 'PIAS4', 'PPM1E']",PSMB5
follicular lymphoma,myeloid cell,"['HILPDA', 'ITGA7', 'NDUFB7', 'COL9A2', 'MLX']",NDUFB7
follicular lymphoma,myeloid cell,"['ABR', 'GRXCR1', 'SSBP3', 'TLR1', 'PIK3R5']",PIK3R5
follicular lymphoma,myeloid cell,"['MCRIP2', 'GGT6', 'NDUFA9', 'C14orf180', 'HAPLN1']",NDUFA9
follicular lymphoma,myeloid cell,"['HLA-DRB5', 'CAMK2A', 'CCL23', 'DMTN', 'RAB26']",HLA-DRB5
follicular lymphoma,myeloid cell,"['ZNF277', 'PIK3CD', 'RABEPK', 'ZBTB24', 'SLC34A3']",PIK3CD
follicular lymphoma,myeloid cell,"['EPHA3', 'IGHM', 'ASS1', 'ZNF217', 'POLD4']",POLD4
follicular lymphoma,myeloid cell,"['NMBR', 'WNK1', 'TMEM54', 'NDUFAF4', 'IL17RB']",NDUFAF4
follicular lymphoma,myeloid cell,"['ZNF329', 'RUVBL2', 'MT-ND5', 'NOL7', 'CXorf66']",MT-ND5
follicular lymphoma,myeloid cell,"['PKN1', 'MIDEAS', 'RPL18A', 'TUBB4B', 'PROSER2']",TUBB4B
follicular lymphoma,myeloid cell,"['PGM3', 'ICOS', 'NPM1', 'MT-ND4L', 'TBX20']",MT-ND4L
follicular lymphoma,plasmacytoid dendritic cell,"['KRT1', 'NDUFB5', 'CNIH3', 'NDRG2', 'CNNM4']",NDUFB5
follicular lymphoma,plasmacytoid dendritic cell,"['NFE2', 'NBPF3', 'HDAC9', 'DSTN', 'SCAMP1']",HDAC9
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFS3', 'FGF17', 'ATF5', 'CACNA1A', 'CRAT']",NDUFS3
follicular lymphoma,plasmacytoid dendritic cell,"['MSH5', 'VSIR', 'RAP1B', 'GTF2H4', 'NDUFS5']",NDUFS5
follicular lymphoma,plasmacytoid dendritic cell,"['SAT1', 'POLD2', 'MED12', 'DAZAP1', 'MYOM1']",POLD2
follicular lymphoma,plasmacytoid dendritic cell,"['CD38', 'FAM98A', 'COX6A1', 'PPP1R3F', 'PRR5L']",CD38
follicular lymphoma,plasmacytoid dendritic cell,"['DDB1', 'CCDC70', 'MFAP3', 'RAB3A', 'C5orf24']",DDB1
follicular lymphoma,plasmacytoid dendritic cell,"['ATM', 'STIP1', 'CDH17', 'SHISA6', 'LYN']",LYN
follicular lymphoma,plasmacytoid dendritic cell,"['SYT13', 'NDUFB11', 'MALT1', 'POLR3K', 'UBE3D']",NDUFB11
follicular lymphoma,plasmacytoid dendritic cell,"['DNMT1', 'TMPRSS3', 'ALDH4A1', 'FIG4', 'HLA-DQA1']",DNMT1
follicular lymphoma,plasmacytoid dendritic cell,"['KLHDC10', 'NDUFC1', 'DCK', 'PES1', 'LOXL2']",NDUFC1
follicular lymphoma,plasmacytoid dendritic cell,"['KMT2C', 'KLK1', 'PPP1R1A', 'BABAM2', 'IFNAR1']",IFNAR1
follicular lymphoma,plasmacytoid dendritic cell,"['PSMB5', 'UQCC3', 'PCP2', 'FAM214B', 'DYRK1A']",PSMB5
follicular lymphoma,plasmacytoid dendritic cell,"['NUP160', 'NDUFAF3', 'NAT8L', 'SRP14', 'SFTPC']",NDUFAF3
follicular lymphoma,plasmacytoid dendritic cell,"['MAGEA2B', 'SH3RF3', 'CASZ1', 'NDUFB3', 'RARS2']",NDUFB3
follicular lymphoma,plasmacytoid dendritic cell,"['IFNAR2', 'ZNF480', 'AQP9', 'DEGS1', 'TOP3B']",IFNAR2
follicular lymphoma,plasmacytoid dendritic cell,"['CXCR4', 'ZNF473', 'SLC43A1', 'EMC10', 'RGL4']",CXCR4
follicular lymphoma,plasmacytoid dendritic cell,"['ZNF692', 'NDUFA7', 'HNMT', 'SPRED1', 'WDR75']",NDUFA7
follicular lymphoma,plasmacytoid dendritic cell,"['NEUROD1', 'DMD', 'SPANXN2', 'TUBB6', 'LACTB2']",TUBB6
follicular lymphoma,plasmacytoid dendritic cell,"['FOXG1', 'ONECUT2', 'FBXO38', 'SPTY2D1', 'NDUFA6']",NDUFA6
follicular lymphoma,b cell,"['IMPDH1', 'POU4F2', 'ZKSCAN1', 'UST', 'UBLCP1']",IMPDH1
follicular lymphoma,b cell,"['PKD1L3', 'TYK2', 'DCLRE1A', 'CPT1B', 'CRYBB3']",TYK2
follicular lymphoma,b cell,"['ACSF2', 'NCOR2', 'AKR1A1', 'TBXA2R', 'POLE3']",POLE3
follicular lymphoma,b cell,"['BCL2A1', 'KCNC2', 'NOMO2', 'MAGEA2', 'TRIM17']",BCL2A1
follicular lymphoma,b cell,"['SMN1', 'CD19', 'PCOTH', 'DMWD', 'TNK2']",CD19
follicular lymphoma,b cell,"['MIA', 'PRIM1', 'HAUS5', 'NEK2', 'GAGE10']",PRIM1
follicular lymphoma,b cell,"['CCDC28A-AS1', 'OR51E1', 'ZNF714', 'DHFR', 'PDIA4']",DHFR
follicular lymphoma,b cell,"['ERCC5', 'ZNF69', 'MTMR10', 'ADIRF', 'USP6NL']",USP6NL
follicular lymphoma,b cell,"['NDC80', 'STRN3', 'NDUFA5', 'IFNLR1', 'ADAMTS13']",NDUFA5
follicular lymphoma,b cell,"['ATP7A', 'EFNA3', 'SCNN1G', 'PPP3CB', 'BTK']",BTK
follicular lymphoma,b cell,"['CXCR4', 'MAS1', 'ASCC3', 'SPOCK2', 'HSPB6']",CXCR4
follicular lymphoma,b cell,"['CIBAR1', 'IL10RB', 'SLC10A4', 'TBC1D25', 'NDUFS5']",NDUFS5
follicular lymphoma,b cell,"['TUBB2A', 'PSMD7', 'KATNBL1', 'CDH5', 'CD53']",TUBB2A
follicular lymphoma,b cell,"['RBP3', 'IFNAR2', 'NDFIP2', 'EIF4ENIF1', 'WDR27']",IFNAR2
follicular lymphoma,b cell,"['OTUB1', 'CCN2', 'EEF1AKNMT', 'C3orf33', 'NDUFA13']",NDUFA13
follicular lymphoma,b cell,"['GOLGA8F', 'PLA2G4C', 'NDUFC2', 'GYS2', 'ZNF714']",NDUFC2
follicular lymphoma,b cell,"['GHDC', 'MYBPC1', 'CDK4', 'GPATCH1', 'FUZ']",CDK4
follicular lymphoma,b cell,"['KCTD3', 'CACHD1', 'PRR3', 'KCNJ18', 'MT-ND4']",MT-ND4
follicular lymphoma,b cell,"['HLA-DRB1', 'PRPF19', 'USP7', 'PDZRN4', 'NCOR2']",HLA-DRB1
follicular lymphoma,b cell,"['AVPR1B', 'AGPS', 'SPRED1', 'POLD1', 'CXorf51B']",POLD1
