disease,celltype,candidate_genes,y
follicular lymphoma,t cell,"['HSP90AB1', 'ST3GAL5', 'IL1RL1', 'ZBTB12', 'GABRA3']",HSP90AB1
follicular lymphoma,t cell,"['BRWD1', 'GOLGA6L9', 'BAG4', 'RRM1', 'HCN3']",RRM1
follicular lymphoma,t cell,"['FBLN2', 'NDUFS6', 'UXS1', 'CCDC42', 'PML']",NDUFS6
follicular lymphoma,t cell,"['LENG8', 'CDK9', 'SOCS3', 'MAP4K5', 'ABCF2']",CDK9
follicular lymphoma,t cell,"['EGLN2', 'CLEC10A', 'PEBP1', 'AHCTF1', 'TUBB4B']",TUBB4B
follicular lymphoma,t cell,"['DHX58', 'NDUFAF3', 'USH1C', 'KRR1', 'SOX4']",NDUFAF3
follicular lymphoma,mature nk t cell,"['SCGB3A1', 'FGR', 'DBNL', 'IGLV3-25', 'SLC25A23']",FGR
follicular lymphoma,mature nk t cell,"['CEMIP2', 'C4orf33', 'DDB1', 'MAP7D1', 'DOCK6']",DDB1
follicular lymphoma,mature nk t cell,"['MT-ND3', 'HK2', 'FAM160A1', 'SDCCAG8', 'SF3B2']",MT-ND3
follicular lymphoma,mature nk t cell,"['SURF4', 'SPATA3', 'BCL2A1', 'LUC7L3', 'SPRYD7']",BCL2A1
follicular lymphoma,mature nk t cell,"['TMEM43', 'MCTS1', 'KDM3B', 'SIK3', 'MCL1']",MCL1
follicular lymphoma,mature nk t cell,"['CSN2', 'SLC35B1', 'NDUFB9', 'AQP8', 'ZDHHC17']",NDUFB9
follicular lymphoma,mature nk t cell,"['TELO2', 'PIK3CD', 'FAM76B', 'DMD', 'SLC35B1']",PIK3CD
follicular lymphoma,mature nk t cell,"['PLAC9', 'FUT8', 'HABP4', 'CBLB', 'NDUFS4']",NDUFS4
follicular lymphoma,mature nk t cell,"['AGAP3', 'PTTG2', 'TOP1', 'RABGEF1', 'SLC4A2']",TOP1
follicular lymphoma,mature nk t cell,"['SV2B', 'SAMD1', 'LMLN', 'SUMO2', 'NDUFB7']",NDUFB7
follicular lymphoma,mature nk t cell,"['MT-ND2', 'TMPRSS15', 'MR1', 'OR4F3', 'ACOT8']",MT-ND2
follicular lymphoma,mature nk t cell,"['GJA8', 'NDUFA6', 'TMEFF1', 'DDX19B', 'HORMAD2']",NDUFA6
follicular lymphoma,mature nk t cell,"['HSPB2', 'LGALS1', 'HDAC3', 'AQP6', 'LRIT1']",HDAC3
follicular lymphoma,mature nk t cell,"['NDUFS5', 'F8A1', 'TMSB4XP2', 'ARF6', 'IRF2BPL']",NDUFS5
follicular lymphoma,mature nk t cell,"['BCL9', 'MACC1', 'CD1E', 'NDUFS8', 'MIER1']",NDUFS8
follicular lymphoma,mature nk t cell,"['PIK3R1', 'HCRTR2', 'AAR2', 'PPP3R2', 'QRICH2']",PIK3R1
follicular lymphoma,mature nk t cell,"['TAF12', 'HLA-DRB5', 'CCDC57', 'HYOU1', 'SLC5A5']",HLA-DRB5
follicular lymphoma,mature nk t cell,"['LRRK1', 'RALGPS1', 'LRIT1', 'NDUFV1', 'CRMP1']",NDUFV1
follicular lymphoma,mature nk t cell,"['NMUR1', 'GGPS1', 'VPS37B', 'NDUFS7', 'FGF23']",NDUFS7
follicular lymphoma,mature nk t cell,"['DDX52', 'RASGRP3', 'KCND3', 'NCF1', 'POLE3']",POLE3
follicular lymphoma,myeloid cell,"['MIDN', 'KDM5B', 'TYK2', 'PLA2G1B', 'KRTAP9-8']",TYK2
follicular lymphoma,myeloid cell,"['NEMP1', 'DIDO1', 'CRBN', 'DBP', 'SGSM1']",CRBN
follicular lymphoma,myeloid cell,"['SLN', 'BTBD3', 'EPPK1', 'NR2F1', 'TOP1']",TOP1
follicular lymphoma,myeloid cell,"['RAB5B', 'PPFIA4', 'FBL', 'ODAD3', 'CDK4']",CDK4
follicular lymphoma,myeloid cell,"['TAPBPL', 'IFNAR1', 'GSG1L', 'DUX4L1', 'TCEAL3']",IFNAR1
follicular lymphoma,myeloid cell,"['LAG3', 'GUCA2A', 'KIR2DL2', 'TSPAN1', 'ZNF264']",LAG3
follicular lymphoma,myeloid cell,"['BMS1P1', 'CENPH', 'APOC2', 'NDUFA12', 'SLC25A35']",NDUFA12
follicular lymphoma,myeloid cell,"['ZSCAN1', 'JAK3', 'MT1H', 'TACO1', 'COMMD8']",JAK3
follicular lymphoma,myeloid cell,"['C19orf38', 'CKMT2', 'IFIT1', 'HDAC8', 'CLDN19']",HDAC8
follicular lymphoma,myeloid cell,"['GM2A', 'UBE2Z', 'PAX8', 'ZNF419', 'NDUFB4']",NDUFB4
follicular lymphoma,myeloid cell,"['MT-ND1', 'CHML', 'FAM219B', 'TCHP', 'SERPINI2']",MT-ND1
follicular lymphoma,myeloid cell,"['TP53', 'CACTIN-AS1', 'CARTPT', 'VDAC1', 'FRMD4B']",TP53
follicular lymphoma,myeloid cell,"['GFRA4', 'OPN1MW', 'NDUFS8', 'RPS29', 'CPD']",NDUFS8
follicular lymphoma,myeloid cell,"['E2F8', 'OSBP2', 'TYROBP', 'CELF2', 'TRIM7']",CELF2
follicular lymphoma,myeloid cell,"['RPE65', 'UBE2E1', 'HIGD1A', 'LDHA', 'NDUFA5']",NDUFA5
follicular lymphoma,myeloid cell,"['H1-5', 'SBSN', 'NDUFAF2', 'FCMR', 'PLA2G4A']",NDUFAF2
follicular lymphoma,myeloid cell,"['DEDD', 'FGR', 'RPS15', 'CLDN23', 'HERPUD1']",FGR
follicular lymphoma,myeloid cell,"['EPAS1', 'CHST12', 'RBX1', 'RBM43', 'PFDN4']",RBX1
follicular lymphoma,myeloid cell,"['PAX8', 'HDAC10', 'LRP1', 'ZNF564', 'SUCLG1']",HDAC10
follicular lymphoma,myeloid cell,"['IREB2', 'ALB', 'TSPY2', 'USP6NL', 'RAB33B']",USP6NL
follicular lymphoma,plasmacytoid dendritic cell,"['PASK', 'HSD17B7', 'CXCR4', 'VCP', 'PTPRN2']",CXCR4
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFV1', 'CYP2F1', 'MAP3K13', 'NAA35', 'ADGRA3']",NDUFV1
follicular lymphoma,plasmacytoid dendritic cell,"['API5', 'NUDT15', 'PIK3CG', 'SOWAHB', 'ZNF584']",PIK3CG
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFS3', 'KLRF1', 'KRTAP15-1', 'GAA', 'NHLRC2']",NDUFS3
follicular lymphoma,plasmacytoid dendritic cell,"['BTK', 'NYX', 'PHOX2B', 'GAGE13', 'CXorf51A']",BTK
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFB11', 'CLK4', 'RAD51B', 'CALN1', 'SNAP47']",NDUFB11
follicular lymphoma,plasmacytoid dendritic cell,"['KRTAP5-3', 'ACSM2B', 'TUBB', 'BAHD1', 'DNAJB5']",TUBB
follicular lymphoma,plasmacytoid dendritic cell,"['TLR9', 'MTHFD2', 'SCMH1', 'CFAP161', 'RBKS']",TLR9
follicular lymphoma,plasmacytoid dendritic cell,"['MIB1', 'STRN4', 'KAT14', 'CDK4', 'PCTP']",CDK4
follicular lymphoma,plasmacytoid dendritic cell,"['CAMK2D', 'LYN', 'FAM220A', 'CRB3', 'GOLGA8EP']",LYN
follicular lymphoma,plasmacytoid dendritic cell,"['RASA4', 'ASIC2', 'MT-ND3', 'PRPF4', 'PCDHA2']",MT-ND3
follicular lymphoma,plasmacytoid dendritic cell,"['ACADL', 'DPYSL2', 'NDUFB7', 'CHP1', 'MAPK14']",NDUFB7
follicular lymphoma,plasmacytoid dendritic cell,"['DSC2', 'PTPRF', 'DCHS1', 'M6PR', 'NDUFA10']",NDUFA10
follicular lymphoma,plasmacytoid dendritic cell,"['GPANK1', 'CCNI', 'MIS18A', 'TOP1', 'FOXRED2']",TOP1
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFB5', 'RPL18A', 'KCNAB3', 'LSM14A', 'NEURL3']",NDUFB5
follicular lymphoma,plasmacytoid dendritic cell,"['CCL4L1', 'CC2D1A', 'MTHFD2L', 'AGPAT1', 'NDUFS4']",NDUFS4
follicular lymphoma,plasmacytoid dendritic cell,"['MAN1A2', 'NDUFA4', 'FANCL', 'KIF21A', 'CDK11B']",NDUFA4
follicular lymphoma,plasmacytoid dendritic cell,"['PLSCR3', 'PCMTD2', 'CHP1P2', 'MRPS18A', 'NDUFA6']",NDUFA6
follicular lymphoma,plasmacytoid dendritic cell,"['GFPT2', 'NDUFS5', 'SLC25A17', 'SNIP1', 'GIP']",NDUFS5
follicular lymphoma,plasmacytoid dendritic cell,"['NAT1', 'NDUFA3', 'TNFSF9', 'DIO2', 'RRP12']",NDUFA3
follicular lymphoma,b cell,"['FGF8', 'PTDSS2', 'HDAC7', 'NDFIP1', 'MRPL15']",HDAC7
follicular lymphoma,b cell,"['NUCB2', 'GATA2', 'FTCD', 'IFNAR2', 'SNX33']",IFNAR2
follicular lymphoma,b cell,"['THOC5', 'HILPDA', 'NDUFA6', 'UGT1A9', 'ADCK5']",NDUFA6
follicular lymphoma,b cell,"['BCL2L1', 'UBC', 'PPP2R5A', 'DPP8', 'SUGT1']",BCL2L1
follicular lymphoma,b cell,"['PRIM1', 'CIDEC', 'KIF23', 'ABTB1', 'DPH1']",PRIM1
follicular lymphoma,b cell,"['OLFM1', 'EDEM2', 'GRAMD1A', 'SCRN1', 'CELF2']",CELF2
follicular lymphoma,b cell,"['ERCC6L2', 'SPIRE1', 'FYN', 'ENTPD1', 'PROCA1']",FYN
follicular lymphoma,b cell,"['RRM1', 'ZC3H12C', 'GALNT8', 'FOXRED2', 'HSPB6']",RRM1
follicular lymphoma,b cell,"['HDAC3', 'RFT1', 'C10orf55', 'HSD17B12', 'TBC1D32']",HDAC3
follicular lymphoma,b cell,"['UGT1A10', 'PTGS1', 'MEPE', 'BTBD1', 'OSM']",PTGS1
follicular lymphoma,b cell,"['ZNF415', 'POLR2H', 'HDGFL3', 'NDUFA13', 'KHDRBS3']",NDUFA13
follicular lymphoma,b cell,"['CARNMT1', 'EPB41L5', 'ZNF205-AS1', 'PDCD1', 'VPS18']",PDCD1
follicular lymphoma,b cell,"['BOLA1', 'EFHD2', 'HLA-DRB1', 'KIR3DS1', 'SRFBP1']",HLA-DRB1
follicular lymphoma,b cell,"['OAZ1', 'COLEC12', 'NDUFA3', 'RELA', 'CSE1L']",NDUFA3
follicular lymphoma,b cell,"['TLR9', 'FNIP2', 'MYOC', 'TTPAL', 'PPP5C']",TLR9
follicular lymphoma,b cell,"['ITCH', 'PIK3C2B', 'CEP192', 'NDUFS5', 'NBPF19']",NDUFS5
follicular lymphoma,b cell,"['HOMER2', 'MTX2', 'TRMT6', 'SYK', 'SLC7A6OS']",SYK
follicular lymphoma,b cell,"['NDUFC1', 'PGAM2', 'USP40', 'GHRL', 'DCP1A']",NDUFC1
follicular lymphoma,b cell,"['HSP90AA1', 'CTBP2', 'SRPRA', 'PVR', 'LRRN1']",HSP90AA1
follicular lymphoma,b cell,"['NDUFV3', 'SRCAP', 'FOXS1', 'SORT1', 'ASB7']",NDUFV3
