disease,celltype,candidate_genes,y
follicular lymphoma,t cell,"['RCN3', 'PLCL2', 'CD38', 'IVD', 'ATE1']",CD38
follicular lymphoma,t cell,"['POLD3', 'CRTAC1', 'TADA2A', 'FOXR2', 'CLEC11A']",POLD3
follicular lymphoma,t cell,"['KLF15', 'NDUFA4', 'TSPYL4', 'FIGN', 'MED25']",NDUFA4
follicular lymphoma,t cell,"['CUL4A', 'OR8D2', 'PRRC2B', 'SOS1', 'BANF2']",CUL4A
follicular lymphoma,t cell,"['PDRG1', 'PIK3CG', 'TRIM23', 'SUCO', 'GCKR']",PIK3CG
follicular lymphoma,mature nk t cell,"['SIRPG', 'TMEM144', 'NRIP3', 'USP49', 'PIK3R1']",PIK3R1
follicular lymphoma,mature nk t cell,"['LSG1', 'PMM2', 'CXCR4', 'SKA2', 'POLR3H']",CXCR4
follicular lymphoma,mature nk t cell,"['TP53RK', 'NDUFB7', 'FHL5', 'VPS13B', 'ERO1A']",NDUFB7
follicular lymphoma,mature nk t cell,"['CRBN', 'CEP89', 'EPHB3', 'DAXX', 'KLKB1']",CRBN
follicular lymphoma,mature nk t cell,"['ADAMTS1', 'SH2B2', 'GSTA2', 'MIA', 'NDUFB3']",NDUFB3
follicular lymphoma,mature nk t cell,"['RBM41', 'LAG3', 'USF3', 'RBM8A', 'MCPH1']",LAG3
follicular lymphoma,mature nk t cell,"['CD86', 'MAP2K5', 'REEP6', 'TUBB', 'LRRC47']",TUBB
follicular lymphoma,mature nk t cell,"['TP53INP2', 'NDUFB11', 'LRRC23', 'REN', 'CCDC8']",NDUFB11
follicular lymphoma,mature nk t cell,"['NDUFB4', 'ZBTB21', 'SLC11A2', 'SCAF8', 'LRP1B']",NDUFB4
follicular lymphoma,mature nk t cell,"['C1QTNF2', 'H2AC1', 'UNC45A', 'YES1', 'TRIM52']",YES1
follicular lymphoma,mature nk t cell,"['CACNB1', 'CEND1', 'SYPL2', 'DNMT1', 'RAB11B']",DNMT1
follicular lymphoma,mature nk t cell,"['SH3BP4', 'PRMT8', 'NDUFA13', 'RTRAF', 'EME1']",NDUFA13
follicular lymphoma,mature nk t cell,"['SLC12A8', 'PIK3CD', 'NEK4', 'TFR2', 'ORMDL3']",PIK3CD
follicular lymphoma,mature nk t cell,"['PDZK1IP1', 'RAB22A', 'CEND1', 'IMPDH2', 'PRSS1']",IMPDH2
follicular lymphoma,mature nk t cell,"['FAM163B', 'GTF2A1L', 'HBEGF', 'CORO6', 'NDUFV2']",NDUFV2
follicular lymphoma,mature nk t cell,"['NDUFS5', 'RTN4RL1', 'GMPR2', 'MIER3', 'TMTC3']",NDUFS5
follicular lymphoma,mature nk t cell,"['FOXD4', 'MT-ND3', 'NR2E3', 'NCBP2AS2', 'RALGAPB']",MT-ND3
follicular lymphoma,mature nk t cell,"['SCML4', 'NDUFAF3', 'RPL36', 'PDE12', 'MRPL36']",NDUFAF3
follicular lymphoma,mature nk t cell,"['MCL1', 'FOXP1', 'ZNF430', 'SERPINB1', 'PFDN6']",MCL1
follicular lymphoma,mature nk t cell,"['INKA1', 'RBX1', 'MAPK14', 'ZNF79', 'RBM33']",RBX1
follicular lymphoma,myeloid cell,"['RPL26L1', 'GAGE13', 'SLC5A1', 'TOP1', 'NEU4']",TOP1
follicular lymphoma,myeloid cell,"['SMC3', 'SEC22A', 'NDUFA4', 'SP8', 'UBE2J2']",NDUFA4
follicular lymphoma,myeloid cell,"['DCUN1D1', 'C5orf22', 'INTU', 'NDUFS5', 'IGSF8']",NDUFS5
follicular lymphoma,myeloid cell,"['MT-ND2', 'FDX1', 'ZNRD2', 'RNF103-CHMP3', 'INPP5J']",MT-ND2
follicular lymphoma,myeloid cell,"['MYO1D', 'NDUFB6', 'DPH3', 'ARMC7', 'CACNA1G']",NDUFB6
follicular lymphoma,myeloid cell,"['PIK3CB', 'VPS52', 'SEC11A', 'UBE2L6', 'COPS8']",PIK3CB
follicular lymphoma,myeloid cell,"['GTF3C3', 'CD28', 'NXPH2', 'PBRM1', 'CRBN']",CRBN
follicular lymphoma,myeloid cell,"['PRR20A', 'ADGRL1', 'NDUFA12', 'ZBTB38', 'H2AC8']",NDUFA12
follicular lymphoma,myeloid cell,"['CALD1', 'MEPE', 'PGLYRP2', 'VPS33A', 'JAK1']",JAK1
follicular lymphoma,myeloid cell,"['MT-ND5', 'BAMBI', 'PCID2', 'B3GAT1', 'CT45A1']",MT-ND5
follicular lymphoma,myeloid cell,"['PPP2R2B', 'ZCCHC12', 'KCTD13', 'SPINK4', 'EZH2']",EZH2
follicular lymphoma,myeloid cell,"['NDUFB7', 'GPKOW', 'MVP', 'MRPL14', 'DESI2']",NDUFB7
follicular lymphoma,myeloid cell,"['VMA21', 'CDK4', 'TNKS2', 'LDHA', 'C2orf50']",CDK4
follicular lymphoma,myeloid cell,"['OMP', 'GSKIP', 'PRPF8', 'FAM169A', 'IMPDH2']",IMPDH2
follicular lymphoma,myeloid cell,"['EN1', 'XIST', 'NT5C', 'PPIA', 'MUC12']",PPIA
follicular lymphoma,myeloid cell,"['ZNF705D', 'NDUFS2', 'PIK3C3', 'MORN2', 'MINDY2']",NDUFS2
follicular lymphoma,myeloid cell,"['PCDHGC3', 'RBMX2', 'SOX4', 'IFNAR1', 'ODF3L1']",IFNAR1
follicular lymphoma,myeloid cell,"['MTFR1L', 'MB21D2', 'GCSAM', 'PIK3CD', 'PRRX2']",PIK3CD
follicular lymphoma,myeloid cell,"['CAND1', 'LTBP1', 'ZCCHC3', 'BCL2A1', 'NUDC']",BCL2A1
follicular lymphoma,myeloid cell,"['F3', 'SLC1A3', 'RGS5', 'CD22', 'FUT11']",CD22
follicular lymphoma,plasmacytoid dendritic cell,"['NDUFC1', 'EIF3C', 'AKT1S1', 'RPL26L1', 'KMO']",NDUFC1
follicular lymphoma,plasmacytoid dendritic cell,"['CFHR5', 'LOXL1', 'DNMT1', 'SRFBP1', 'EMC9']",DNMT1
follicular lymphoma,plasmacytoid dendritic cell,"['EGR4', 'NDUFA6', 'SERPINI1', 'CDK11A', 'ATG2A']",NDUFA6
follicular lymphoma,plasmacytoid dendritic cell,"['MIOS', 'USB1', 'KRTAP10-10', 'THBS3', 'NDUFAF3']",NDUFAF3
follicular lymphoma,plasmacytoid dendritic cell,"['IFNAR1', 'HNRNPLL', 'DCP1B', 'RPSA', 'PAFAH1B3']",IFNAR1
follicular lymphoma,plasmacytoid dendritic cell,"['RIBC2', 'NDUFA3', 'CPN1', 'CYB5A', 'CCDC85A']",NDUFA3
follicular lymphoma,plasmacytoid dendritic cell,"['NXF1', 'EMC7', 'GOLGA8EP', 'TOP1', 'ACE']",TOP1
follicular lymphoma,plasmacytoid dendritic cell,"['EVC2', 'MSH5', 'ATOX1', 'NDUFA7', 'CCNB3']",NDUFA7
follicular lymphoma,plasmacytoid dendritic cell,"['HIPK1', 'C4orf46', 'PSMB5', 'PRM1', 'DLX3']",PSMB5
follicular lymphoma,plasmacytoid dendritic cell,"['TLN2', 'MT-ND4L', 'ATP2B4', 'TMPRSS11D', 'RND3']",MT-ND4L
follicular lymphoma,plasmacytoid dendritic cell,"['DUSP15', 'CCDC70', 'ABCE1', 'EIF2AK2', 'NDUFB10']",NDUFB10
follicular lymphoma,plasmacytoid dendritic cell,"['TMEM102', 'FOSL1', 'HDAC2', 'LYPD6B', 'NOL8']",HDAC2
follicular lymphoma,plasmacytoid dendritic cell,"['APCS', 'NDUFB6', 'NR4A1', 'IFI16', 'GGT6']",NDUFB6
follicular lymphoma,plasmacytoid dendritic cell,"['ARHGEF11', 'KCNJ13', 'WDR25', 'NNAT', 'NDUFV2']",NDUFV2
follicular lymphoma,plasmacytoid dendritic cell,"['S100A9', 'NDUFB11', 'IL27', 'DAPK3', 'ZBTB42']",NDUFB11
follicular lymphoma,plasmacytoid dendritic cell,"['MT-ND2', 'S100A11', 'GRHL1', 'CAMP', 'F2RL3']",MT-ND2
follicular lymphoma,plasmacytoid dendritic cell,"['SPIB', 'IMPDH2', 'SIGLEC14', 'CSN3', 'FCSK']",IMPDH2
follicular lymphoma,plasmacytoid dendritic cell,"['RAB3D', 'TUBB6', 'PLA2G2E', 'ZNF165', 'NAA20']",TUBB6
follicular lymphoma,plasmacytoid dendritic cell,"['CD38', 'VSTM1', 'KPNA6', 'PAPPA2', 'KRT25']",CD38
follicular lymphoma,plasmacytoid dendritic cell,"['HDAC9', 'HLA-DRA', 'LRP11', 'RFX3', 'TLE3']",HDAC9
follicular lymphoma,b cell,"['EIF5B', 'MT-ND4', 'MRPL28', 'LBHD1', 'ATP6V1B1']",MT-ND4
follicular lymphoma,b cell,"['RASL10A', 'COX6A2', 'SCN4B', 'TUBB2A', 'TNKS']",TUBB2A
follicular lymphoma,b cell,"['NDUFAF4', 'ZNF626', 'NOP10', 'TMEM35A', 'GJB2']",NDUFAF4
follicular lymphoma,b cell,"['SH3BP5', 'NFATC2IP', 'TNP2', 'CD19', 'CD48']",CD19
follicular lymphoma,b cell,"['HCK', 'CBR1', 'TEKT5', 'SERP2', 'KCNE3']",HCK
follicular lymphoma,b cell,"['CIITA', 'TGFBR2', 'MT-ND4L', 'BRD9', 'SLC25A42']",MT-ND4L
follicular lymphoma,b cell,"['SIPA1L3', 'ZMYM2', 'DNAJA3', 'EIF4E2', 'JAK3']",JAK3
follicular lymphoma,b cell,"['PLEKHA2', 'CD38', 'OGN', 'SYCE2', 'FBXO46']",CD38
follicular lymphoma,b cell,"['NME5', 'CERKL', 'PHF19', 'CXCR4', 'VPS29']",CXCR4
follicular lymphoma,b cell,"['H2AC4', 'NDUFC2', 'CYTOR', 'CCDC13', 'POGLUT1']",NDUFC2
follicular lymphoma,b cell,"['BBOX1', 'ZNF69', 'MOB3C', 'HSD17B2', 'CDK7']",CDK7
follicular lymphoma,b cell,"['NDUFS2', 'GOT2', 'RFX7', 'ACVR1B', 'ICAM4']",NDUFS2
follicular lymphoma,b cell,"['AMN', 'SWI5', 'DEFB127', 'DENND4A', 'MS4A1']",MS4A1
follicular lymphoma,b cell,"['ANKS4B', 'KTI12', 'SPRR1B', 'HSP90AB1', 'ZNF141']",HSP90AB1
follicular lymphoma,b cell,"['GGT1', 'C16orf87', 'NOTCH2NLA', 'C10orf90', 'NDUFB3']",NDUFB3
follicular lymphoma,b cell,"['FYN', 'DDT', 'SCGB3A1', 'ADARB2', 'ALYREF']",FYN
follicular lymphoma,b cell,"['ACO1', 'CDK9', 'AP1G2', 'PYY', 'TENT5C']",CDK9
follicular lymphoma,b cell,"['YWHAH', 'NDUFS7', 'RTP4', 'SCX', 'SBF1']",NDUFS7
follicular lymphoma,b cell,"['MFSD14B', 'ZSWIM9', 'PPIA', 'KIF11', 'AMBP']",PPIA
follicular lymphoma,b cell,"['EIF2AK2', 'DFFA', 'TOP2A', 'TSPYL2', 'RALBP1']",TOP2A
