gene_a,gene_b,condition,interaction,user_question,full_query
COQ1,ELC1,DMS,non-sl,"In Saccharomyces cerevisiae cells bearing mutations in both COQ1 and ELC1 and exposed to the chemical dimethyl sulfate, what synthetic genetic interaction emerges?","In Saccharomyces cerevisiae cells bearing mutations in both COQ1 and ELC1 and exposed to the chemical dimethyl sulfate, what synthetic genetic interaction emerges?"
ECM8,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae carrying concurrent mutations of ECM8 and RAD54, how does exposure to dimethyl sulfate influence the genetic interplay between these two loci?","In Saccharomyces cerevisiae carrying concurrent mutations of ECM8 and RAD54, how does exposure to dimethyl sulfate influence the genetic interplay between these two loci?"
XRS2,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae cells where both XRS2 and RPD3 are concurrently mutated and subjected to dimethyl sulfate treatment, what synthetic genetic interaction outcome can be observed under these experimental conditions?","In Saccharomyces cerevisiae cells where both XRS2 and RPD3 are concurrently mutated and subjected to dimethyl sulfate treatment, what synthetic genetic interaction outcome can be observed under these experimental conditions?"
XRS2,RAD57,DMS,non-sl,"In Saccharomyces cerevisiae cells with combined deletion of XRS2 and RAD57 exposed to dimethyl sulfate, what synthetic genetic interaction occurs under these experimental conditions?","In Saccharomyces cerevisiae cells with combined deletion of XRS2 and RAD57 exposed to dimethyl sulfate, what synthetic genetic interaction occurs under these experimental conditions?"
YPL035C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae cells carrying mutations in both YPL035C and RPD3 and grown in the presence of dimethyl sulfate, what synthetic genetic interaction emerges?","In Saccharomyces cerevisiae cells carrying mutations in both YPL035C and RPD3 and grown in the presence of dimethyl sulfate, what synthetic genetic interaction emerges?"
UTP20,RAD54,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the combined disruption of UTP20 and RAD54 affect cellular behavior when exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the combined disruption of UTP20 and RAD54 affect cellular behavior when exposed to dimethyl sulfate?"
UTP20,RAD9,DMS,non-sl,"In Saccharomyces cerevisiae, when both UTP20 and RAD9 are concurrently mutated under dimethyl sulfate treatment, what synthetic genetic interaction emerges in terms of cellular phenotype?","In Saccharomyces cerevisiae, when both UTP20 and RAD9 are concurrently mutated under dimethyl sulfate treatment, what synthetic genetic interaction emerges in terms of cellular phenotype?"
YKL091C,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae, when both YKL091C and RAD54 are inactivated and the cells are subjected to dimethyl sulfate treatment, what genetic interplay do you observe between these mutations?","In Saccharomyces cerevisiae, when both YKL091C and RAD54 are inactivated and the cells are subjected to dimethyl sulfate treatment, what genetic interplay do you observe between these mutations?"
COX6,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae, when both COX6 and RAD23 are concurrently mutated and cells are exposed to dimethyl sulfate, what synthetic genetic interaction is evident in terms of cellular fitness?","In Saccharomyces cerevisiae, when both COX6 and RAD23 are concurrently mutated and cells are exposed to dimethyl sulfate, what synthetic genetic interaction is evident in terms of cellular fitness?"
COX6,YLR422W,DMS,non-sl,"In Saccharomyces cerevisiae, with both COX6 and YLR422W mutated and cells exposed to dimethyl sulfate, what effect on cellular phenotype do you observe that indicates a synthetic genetic interaction?","In Saccharomyces cerevisiae, with both COX6 and YLR422W mutated and cells exposed to dimethyl sulfate, what effect on cellular phenotype do you observe that indicates a synthetic genetic interaction?"
SLM4,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae cells with concurrent mutations in SLM4 and RAD23 subjected to dimethyl sulfate treatment, could you outline the observed synthetic genetic relationship between these mutations, especially with regard to cell viability and phenotype?","In Saccharomyces cerevisiae cells with concurrent mutations in SLM4 and RAD23 subjected to dimethyl sulfate treatment, could you outline the observed synthetic genetic relationship between these mutations, especially with regard to cell viability and phenotype?"
DDI3,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae subjected to dimethyl sulfate, how do cells with combined mutations in DDI3 and RPD3 behave at the genetic interaction level?","In Saccharomyces cerevisiae subjected to dimethyl sulfate, how do cells with combined mutations in DDI3 and RPD3 behave at the genetic interaction level?"
DDI3,CUL3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of DDI3 and CUL3 influence the cellular response when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of DDI3 and CUL3 influence the cellular response when cells are exposed to dimethyl sulfate?"
WRS1,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of WRS1 and RPD3 manifest in terms of synthetic genetic interaction when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of WRS1 and RPD3 manifest in terms of synthetic genetic interaction when cells are exposed to dimethyl sulfate?"
PCL1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae cultures exposed to dimethyl sulfate, how does the simultaneous mutation of PCL1 and RPD3 affect the genetic interaction profile?","In Saccharomyces cerevisiae cultures exposed to dimethyl sulfate, how does the simultaneous mutation of PCL1 and RPD3 affect the genetic interaction profile?"
PCL1,YLR422W,DMS,non-sl,"In Saccharomyces cerevisiae cells treated with dimethyl sulfate, we've engineered mutants disrupting both PCL1 and YLR422W. Could you explain what synthetic genetic interaction emerges under these experimental conditions?","In Saccharomyces cerevisiae cells treated with dimethyl sulfate, we've engineered mutants disrupting both PCL1 and YLR422W. Could you explain what synthetic genetic interaction emerges under these experimental conditions?"
YJR085C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, when both the YJR085C and RPD3 genes are concurrently mutated and the cells are grown under exposure to dimethyl sulfate, what synthetic genetic interaction emerges?","In Saccharomyces cerevisiae, when both the YJR085C and RPD3 genes are concurrently mutated and the cells are grown under exposure to dimethyl sulfate, what synthetic genetic interaction emerges?"
YJR087W,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae strains with concurrent mutations in YJR087W and RPD3 exposed to dimethyl sulfate, how do these genetic alterations combine to affect the overall cellular phenotype?","In Saccharomyces cerevisiae strains with concurrent mutations in YJR087W and RPD3 exposed to dimethyl sulfate, how do these genetic alterations combine to affect the overall cellular phenotype?"
YJR087W,JHD2,DMS,non-sl,"In Saccharomyces cerevisiae where both YJR087W and JHD2 have been concurrently mutated, and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction do you observe?","In Saccharomyces cerevisiae where both YJR087W and JHD2 have been concurrently mutated, and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction do you observe?"
SMK1,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae with concurrent mutations in SMK1 and RPD3 and under dimethyl sulfate treatment, could you elaborate on the nature of their synthetic genetic interaction?","In Saccharomyces cerevisiae with concurrent mutations in SMK1 and RPD3 and under dimethyl sulfate treatment, could you elaborate on the nature of their synthetic genetic interaction?"
YCL021W-A,PLC1,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of YCL021W-A and PLC1 affect cell behavior when exposed to dimethyl sulfate, and what can we infer about the resulting synthetic genetic interaction?","In Saccharomyces cerevisiae, how does the concurrent mutation of YCL021W-A and PLC1 affect cell behavior when exposed to dimethyl sulfate, and what can we infer about the resulting synthetic genetic interaction?"
YCL021W-A,ELC1,DMS,non-sl,"In Saccharomyces cerevisiae, how does the simultaneous mutation of YCL021W-A and ELC1 impact cellular behavior under dimethyl sulfate treatment in terms of synthetic genetic interactions?","In Saccharomyces cerevisiae, how does the simultaneous mutation of YCL021W-A and ELC1 impact cellular behavior under dimethyl sulfate treatment in terms of synthetic genetic interactions?"
MRPL38,PLC1,DMS,non-sl,"In Saccharomyces cerevisiae, when both MRPL38 and PLC1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic outcome might be expected?","In Saccharomyces cerevisiae, when both MRPL38 and PLC1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic outcome might be expected?"
PEX30,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic genetic interplay is observed when both PEX30 and RPD3 are concurrently mutated?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic genetic interplay is observed when both PEX30 and RPD3 are concurrently mutated?"
PEX30,LST7,DMS,non-sl,"In Saccharomyces cerevisiae, we engineered strains harboring mutations in both PEX30 and LST7 and then exposed them to dimethyl sulfate. Could you explain what synthetic genetic interplay is observed under these conditions?","In Saccharomyces cerevisiae, we engineered strains harboring mutations in both PEX30 and LST7 and then exposed them to dimethyl sulfate. Could you explain what synthetic genetic interplay is observed under these conditions?"
YLR001C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae carrying concurrent mutations in YLR001C and RPD3 and subjected to dimethyl sulfate treatment, what synthetic genetic interaction profile is observed for the double mutant?","In Saccharomyces cerevisiae carrying concurrent mutations in YLR001C and RPD3 and subjected to dimethyl sulfate treatment, what synthetic genetic interaction profile is observed for the double mutant?"
YEL057C,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae, our lab has engineered a strain with concurrent mutations in YEL057C and RAD23. Under conditions of dimethyl sulfate treatment, what synthetic genetic interaction is observed between these two genes?","In Saccharomyces cerevisiae, our lab has engineered a strain with concurrent mutations in YEL057C and RAD23. Under conditions of dimethyl sulfate treatment, what synthetic genetic interaction is observed between these two genes?"
YEL057C,CDC73,DMS,non-sl,"In Saccharomyces cerevisiae, what synthetic genetic interaction emerges when cells bearing mutations in YEL057C and CDC73 are treated with dimethyl sulfate?","In Saccharomyces cerevisiae, what synthetic genetic interaction emerges when cells bearing mutations in YEL057C and CDC73 are treated with dimethyl sulfate?"
YKL077W,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae carrying concurrent mutations in YKL077W and RAD23, how does exposure to dimethyl sulfate influence the genetic interaction between these two alterations?","In Saccharomyces cerevisiae carrying concurrent mutations in YKL077W and RAD23, how does exposure to dimethyl sulfate influence the genetic interaction between these two alterations?"
