gene_a,gene_b,condition,interaction,user_question,full_query
YFR012W-A,MSH6,DMS,non-sl,"In Saccharomyces cerevisiae, how does the combined deletion of YFR012W-A and MSH6 influence cellular behavior when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the combined deletion of YFR012W-A and MSH6 influence cellular behavior when cells are exposed to dimethyl sulfate?"
ATP11,DST1,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic genetic interaction manifests when mutations occur concurrently in ATP11 and DST1?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic genetic interaction manifests when mutations occur concurrently in ATP11 and DST1?"
ATP11,SGS1,DMS,non-sl,"In Saccharomyces cerevisiae, we have introduced concurrent mutations in ATP11 and SGS1 and are examining the cellular response to dimethyl sulfate. Could you explain the synthetic genetic interaction that emerges under these conditions?","In Saccharomyces cerevisiae, we have introduced concurrent mutations in ATP11 and SGS1 and are examining the cellular response to dimethyl sulfate. Could you explain the synthetic genetic interaction that emerges under these conditions?"
YBR090C,DST1,DMS,non-sl,"In Saccharomyces cerevisiae, given the concurrent mutation of YBR090C and DST1 with exposure to dimethyl sulfate, what can be inferred about the resulting synthetic genetic interaction?","In Saccharomyces cerevisiae, given the concurrent mutation of YBR090C and DST1 with exposure to dimethyl sulfate, what can be inferred about the resulting synthetic genetic interaction?"
APC2,MEU1,DMS,synthetic lethality,"In Saccharomyces cerevisiae, when both APC2 and MEU1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed in terms of cellular viability?","In Saccharomyces cerevisiae, when both APC2 and MEU1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed in terms of cellular viability?"
APC2,DNL4,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of APC2 and DNL4 affect genetic interactions when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of APC2 and DNL4 affect genetic interactions when cells are exposed to dimethyl sulfate?"
YML053C,MEU1,DMS,non-sl,"In Saccharomyces cerevisiae, how does a double mutation in YML053C and MEU1 affect cellular phenotype under dimethyl sulfate treatment in terms of synthetic genetic interactions?","In Saccharomyces cerevisiae, how does a double mutation in YML053C and MEU1 affect cellular phenotype under dimethyl sulfate treatment in terms of synthetic genetic interactions?"
ERG28,RAD54,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the combined mutation of ERG28 and RAD54 affect cellular response and viability?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the combined mutation of ERG28 and RAD54 affect cellular response and viability?"
ERG28,YLR422W,DMS,non-sl,"In Saccharomyces cerevisiae, when both ERG28 and YLR422W are concurrently disrupted and cells are exposed to dimethyl sulfate, what genetic interaction emerges between these mutations?","In Saccharomyces cerevisiae, when both ERG28 and YLR422W are concurrently disrupted and cells are exposed to dimethyl sulfate, what genetic interaction emerges between these mutations?"
GRS1,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae strains with concurrent mutations in GRS1 and RAD54 exposed to dimethyl sulfate, what cellular behavior or phenotypic changes indicate an underlying synthetic genetic interaction?","In Saccharomyces cerevisiae strains with concurrent mutations in GRS1 and RAD54 exposed to dimethyl sulfate, what cellular behavior or phenotypic changes indicate an underlying synthetic genetic interaction?"
VPS72,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the concurrent mutation of VPS72 and RPD3 alter cellular responses, and what synthetic genetic interaction might be at play under these conditions?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the concurrent mutation of VPS72 and RPD3 alter cellular responses, and what synthetic genetic interaction might be at play under these conditions?"
VPS72,MEU1,DMS,non-sl,"In Saccharomyces cerevisiae treated with dimethyl sulfate, how does the concurrent mutation of VPS72 and MEU1 affect the cellular phenotype in terms of synthetic genetic interaction?","In Saccharomyces cerevisiae treated with dimethyl sulfate, how does the concurrent mutation of VPS72 and MEU1 affect the cellular phenotype in terms of synthetic genetic interaction?"
YHL008C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, I have generated mutations in both YHL008C and RPD3 and then treated the cells with dimethyl sulfate. Could you explain the resulting synthetic genetic interaction under these experimental conditions?","In Saccharomyces cerevisiae, I have generated mutations in both YHL008C and RPD3 and then treated the cells with dimethyl sulfate. Could you explain the resulting synthetic genetic interaction under these experimental conditions?"
UPS1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of UPS1 and RPD3 influence cellular behavior when the cells are treated with dimethyl sulfate, and what synthetic genetic interplay arises from these alterations?","In Saccharomyces cerevisiae, how does the concurrent mutation of UPS1 and RPD3 influence cellular behavior when the cells are treated with dimethyl sulfate, and what synthetic genetic interplay arises from these alterations?"
UPS1,TOS3,DMS,non-sl,"In Saccharomyces cerevisiae, with UPS1 and TOS3 concurrently mutated and cells challenged with dimethyl sulfate, how does the resulting phenotype suggest a synthetic genetic interaction?","In Saccharomyces cerevisiae, with UPS1 and TOS3 concurrently mutated and cells challenged with dimethyl sulfate, how does the resulting phenotype suggest a synthetic genetic interaction?"
ATP19,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, we have introduced mutations in both ATP19 and RPD3 and cultured the strains under dimethyl sulfate exposure. Could you explain how these concurrent alterations influence cellular behavior through any synthetic genetic effects under these experimental conditions?","In Saccharomyces cerevisiae, we have introduced mutations in both ATP19 and RPD3 and cultured the strains under dimethyl sulfate exposure. Could you explain how these concurrent alterations influence cellular behavior through any synthetic genetic effects under these experimental conditions?"
AEP1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae grown in the presence of dimethyl sulfate, how does the concurrent mutation of AEP1 and RPD3 influence the genetic relationship between these two alterations?","In Saccharomyces cerevisiae grown in the presence of dimethyl sulfate, how does the concurrent mutation of AEP1 and RPD3 influence the genetic relationship between these two alterations?"
AEP1,BDF2,DMS,non-sl,"In Saccharomyces cerevisiae, we have generated a strain with concurrent mutations in AEP1 and BDF2 exposed to dimethyl sulfate. Could you detail the synthetic genetic effects observed under these experimental conditions?","In Saccharomyces cerevisiae, we have generated a strain with concurrent mutations in AEP1 and BDF2 exposed to dimethyl sulfate. Could you detail the synthetic genetic effects observed under these experimental conditions?"
GCD7,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the phenotype change when GCD7 and RPD3 are both mutated under conditions of exposure to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the phenotype change when GCD7 and RPD3 are both mutated under conditions of exposure to dimethyl sulfate?"
SNT1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae cultured with dimethyl sulfate, if SNT1 and RPD3 are both disrupted, what synthetic genetic behavior might you observe?","In Saccharomyces cerevisiae cultured with dimethyl sulfate, if SNT1 and RPD3 are both disrupted, what synthetic genetic behavior might you observe?"
SNT1,PLC1,DMS,non-sl,"In Saccharomyces cerevisiae, when both SNT1 and PLC1 are concurrently mutated and the cells are treated with dimethyl sulfate, what synthetic genetic interaction would you expect to observe?","In Saccharomyces cerevisiae, when both SNT1 and PLC1 are concurrently mutated and the cells are treated with dimethyl sulfate, what synthetic genetic interaction would you expect to observe?"
MDS3,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of MDS3 and RPD3 affect cellular response?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of MDS3 and RPD3 affect cellular response?"
RTC3,RAD51,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the concurrent mutation of RTC3 and RAD51 affect the cellular phenotype in terms of synthetic genetic interaction?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the concurrent mutation of RTC3 and RAD51 affect the cellular phenotype in terms of synthetic genetic interaction?"
RTC3,MEU1,DMS,non-sl,"In Saccharomyces cerevisiae, when both RTC3 and MEU1 are concurrently mutated and cells are exposed to dimethyl sulfate, what kind of genetic interaction emerges between these mutations?","In Saccharomyces cerevisiae, when both RTC3 and MEU1 are concurrently mutated and cells are exposed to dimethyl sulfate, what kind of genetic interaction emerges between these mutations?"
YER187W,RAD51,DMS,non-sl,"In Saccharomyces cerevisiae, could you explain how the concurrent mutations in YER187W and RAD51 manifest under treatment with dimethyl sulfate?","In Saccharomyces cerevisiae, could you explain how the concurrent mutations in YER187W and RAD51 manifest under treatment with dimethyl sulfate?"
HDA2,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how would you describe the interaction between the HDA2 mutant and the RPD3 mutant when both are present concurrently?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how would you describe the interaction between the HDA2 mutant and the RPD3 mutant when both are present concurrently?"
HDA2,IRA1,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate, how does the concurrent mutation of HDA2 and IRA1 affect cellular behavior, indicating a synthetic genetic interaction?","In Saccharomyces cerevisiae subjected to dimethyl sulfate, how does the concurrent mutation of HDA2 and IRA1 affect cellular behavior, indicating a synthetic genetic interaction?"
YDR506C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of YDR506C and RPD3 influence cellular responses when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of YDR506C and RPD3 influence cellular responses when the cells are exposed to dimethyl sulfate?"
CNM67,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae, when both CNM67 and RAD23 are altered simultaneously and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction would be observed under these experimental conditions?","In Saccharomyces cerevisiae, when both CNM67 and RAD23 are altered simultaneously and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction would be observed under these experimental conditions?"
CNM67,SIN3,DMS,non-sl,"In Saccharomyces cerevisiae, when both CNM67 and SIN3 are concurrently mutated under dimethyl sulfate exposure, what synthetic genetic interaction is observed?","In Saccharomyces cerevisiae, when both CNM67 and SIN3 are concurrently mutated under dimethyl sulfate exposure, what synthetic genetic interaction is observed?"
YPL009C,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae, how does the simultaneous mutation of YPL009C and RAD23 alter cellular responses when exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the simultaneous mutation of YPL009C and RAD23 alter cellular responses when exposed to dimethyl sulfate?"
